category,attribute,conflict_0,conflict_1,equal_0,equal_1,conflicts,equals,negative_rate_given_conflict,category_negative_rate,smoothed_negative_rate,negative_lift,candidate
Галантерея и аксессуары,вставка,418,52,135,33,470,168,0.8893617021276595,0.8319352378717663,0.8887572130302291,0.05682197515846288,True
Обувь,материал подкладки обуви,1428,62,404,27,1490,431,0.9583892617449664,0.901695110701107,0.9581996491996693,0.056504538498562296,True
Ювелирные изделия,состав ювелирного изделия,2304,168,1398,101,2472,1499,0.9320388349514563,0.8759460536049621,0.9319256076980319,0.05597955409306976,True
Музыкальные инструменты,крепление грифа,117,23,207,28,140,235,0.8357142857142857,0.7780700705488461,0.8337265541568568,0.055656483608010676,True
Автотовары,цвет товара,1047,142,743,207,1189,950,0.8805719091673675,0.8248735197642743,0.8803386663306713,0.055465146566397006,True
Строительство и ремонт,количество аккумуляторов в комплекте,33,6,10,10,39,20,0.8461538461538461,0.7837222870478413,0.8390593508008911,0.05533706375304981,True
Электроника,материал корпуса,356,48,96,19,404,115,0.8811881188118812,0.8267152121970645,0.8805221908581549,0.05380697866109041,True
Аптека,оптическая сила,4722,99,90,40,4821,130,0.9794648413192284,0.9272748227972109,0.979410769605053,0.05213594680784217,True
Галантерея и аксессуары,размер рюкзака,131,17,0,0,148,0,0.8851351351351351,0.8319352378717663,0.8833965764010381,0.051461338529271816,True
Обувь,российский размер,2405,118,224,24,2523,248,0.9532302814110186,0.901695110701107,0.9531283526714815,0.05143324197037458,True
Галантерея и аксессуары,комплектация,4917,649,328,42,5566,370,0.883399209486166,0.8319352378717663,0.8833530203176017,0.05141778244583539,True
Галантерея и аксессуары,цвет товара,1455,193,568,243,1648,811,0.8828883495145631,0.8319352378717663,0.8827342263698481,0.05079898849808184,True
Спорт и отдых,размер шпули,20,5,23,9,25,32,0.8,0.7404275591020069,0.7900712598503344,0.04964370074832758,True
Спорт и отдых,условия хранения,20,5,2,0,25,2,0.8,0.7404275591020069,0.7900712598503344,0.04964370074832758,True
Автотовары,bluetooth,106,15,0,0,121,0,0.8760330578512396,0.8248735197642743,0.8740029174509633,0.049129397686689,True
Автотовары,сезонность,1045,152,114,40,1197,154,0.873015873015873,0.8248735197642743,0.8728156136429462,0.04794209387867199,True
Спорт и отдых,возрастная группа,16,4,13,5,20,18,0.8,0.7404275591020069,0.7880855118204013,0.04765795271839446,True
Мебель,материал фасада,713,82,1605,191,795,1796,0.8968553459119497,0.8491264607196576,0.8965570403794979,0.04743057965984032,True
Обувь,материал подошвы обуви,1767,97,323,20,1864,343,0.947961373390558,0.901695110701107,0.9478376006171779,0.04614248991607095,True
Мебель,зеркало,70,8,264,24,78,288,0.8974358974358975,0.8491264607196576,0.8945256904047986,0.045399229685140985,True
Ювелирные изделия,вид плетения цепочки,213,18,50,19,231,69,0.922077922077922,0.8759460536049621,0.921100551983156,0.04515449837819385,True
Ювелирные изделия,комплектация,6232,536,652,177,6768,829,0.9208037825059102,0.8759460536049621,0.9207706673952495,0.04482461379028735,True
Электроника,стандарт крепления vesa,22,3,5,2,25,7,0.88,0.8267152121970645,0.8711192020328441,0.044403989835779645,True
Автотовары,материал,865,130,940,234,995,1174,0.8693467336683417,0.8248735197642743,0.8691243675988213,0.044250847834547025,True
Музыкальные инструменты,гарантийный срок,135,29,36,15,164,51,0.823170731707317,0.7780700705488461,0.8218363926197884,0.04376632207094222,True
Автотовары,гарантийный срок,371,56,7,1,427,8,0.8688524590163934,0.8248735197642743,0.8683434435157902,0.043469923751515926,True
Аптека,цвет товара,601,18,150,27,619,177,0.9709208400646203,0.9272748227972109,0.9705711123621572,0.043296289564946355,True
Строительство и ремонт,ориентация монтажа,25,5,20,6,30,26,0.8333333333333334,0.7837222870478413,0.8262460410068345,0.042523753958993216,True
Электроника,мониторинг,28,4,0,0,32,0,0.875,0.8267152121970645,0.8684750286752789,0.04175981647821447,True
Аптека,радиус кривизны,1310,42,1990,92,1352,2082,0.9689349112426036,0.9272748227972109,0.968781410548258,0.0415065877510471,True
Электроника,функции зарядки,47,7,1,0,54,1,0.8703703703703703,0.8267152121970645,0.8666707806946664,0.039955568497601957,True
Автотовары,расположение сиденья,363,57,335,90,420,425,0.8642857142857143,0.8248735197642743,0.8638220414089914,0.03894852164471718,True
Автотовары,индекс скорости,493,78,43,23,571,66,0.8633975481611208,0.8248735197642743,0.8630631381923982,0.03818961842812396,True
Музыкальные инструменты,тип,3050,690,1757,414,3740,2171,0.8155080213903744,0.7780700705488461,0.8154580374773682,0.03738796692852209,True
Аптека,режим ношения,1069,39,2595,83,1108,2678,0.9648014440433214,0.9272748227972109,0.9646328608391608,0.037358038041949926,True
Электроника,комплектация,3965,629,882,25,4594,907,0.8630822812363953,0.8267152121970645,0.8630427432183052,0.036327531021240755,True
Строительство и ремонт,"длина, мм",253,56,53,35,309,88,0.8187702265372169,0.7837222870478413,0.8182121383287873,0.03448985128094595,True
Строительство и ремонт,тип,3314,744,1636,282,4058,1918,0.8166584524396254,0.7837222870478413,0.8166179206092147,0.03289563356137337,True
Ювелирные изделия,покрытие,149,15,31,11,164,42,0.9085365853658537,0.8759460536049621,0.907572368449851,0.03162631484488887,True
Строительство и ремонт,монтаж,80,18,112,20,98,132,0.8163265306122449,0.7837222870478413,0.8147438003421281,0.031021513294286818,True
Электроника,количество модулей в комплекте,37,6,38,4,43,42,0.8604651162790697,0.8267152121970645,0.8569495012705275,0.03023428907346304,True
Строительство и ремонт,"ширина, мм",239,55,59,47,294,106,0.8129251700680272,0.7837222870478413,0.812436827542606,0.02871454049476474,True
Мебель,бренд,1990,277,1335,318,2267,1653,0.8778120864578739,0.8491264607196576,0.8777489578801049,0.02862249716044729,True
Музыкальные инструменты,материал струн,80,19,148,40,99,188,0.8080808080808081,0.7780700705488461,0.8066379841610023,0.02856791361215616,True
Ювелирные изделия,вставка,6027,638,4736,934,6665,5670,0.9042760690172543,0.8759460536049621,0.9042548321241417,0.028308778519179567,True
Автотовары,место установки,82,14,12,2,96,14,0.8541666666666666,0.8248735197642743,0.8527165108794195,0.02784299111514521,True
Ювелирные изделия,проба,1132,121,13167,1935,1253,15102,0.9034317637669593,0.8759460536049621,0.9033225200858702,0.02737646648090808,True
Обувь,материал стельки,5039,392,960,213,5431,1173,0.9278217639477077,0.901695110701107,0.9277977328096956,0.026102622108588602,True
Автотовары,тип рисунка протектора,18,3,8,1,21,9,0.8571428571428571,0.8248735197642743,0.8509372153392836,0.026063695575009316,True
Строительство и ремонт,форма мойки,39,9,6,0,48,6,0.8125,0.7837222870478413,0.8097851214196077,0.026062834371766375,True
Строительство и ремонт,количество модулей,26,6,19,1,32,20,0.8125,0.7837222870478413,0.8086111198713299,0.024888832823488638,True
Строительство и ремонт,"высота, см",34,8,35,10,42,45,0.8095238095238095,0.7837222870478413,0.8067789667072172,0.023056679659375856,True
Мебель,гарантийный срок,1781,261,91,20,2042,111,0.8721841332027425,0.8491264607196576,0.8721278125567163,0.02300135183705876,True
Строительство и ремонт,бренд,533,130,1043,291,663,1334,0.803921568627451,0.7837222870478413,0.8037703764000587,0.020048089352217358,True
Мебель,комплектация,1592,240,364,25,1832,389,0.868995633187773,0.8491264607196576,0.8689415526965696,0.019815091976912003,True
Обувь,вид застежки,812,70,641,139,882,780,0.9206349206349206,0.901695110701107,0.9205281573320242,0.018833046630917227,True
Обувь,сезон,8831,768,3387,488,9599,3875,0.9199916657985207,0.901695110701107,0.9199821403116937,0.018287029610586703,True
Мебель,тип,5697,871,1748,284,6568,2032,0.8673873325213155,0.8491264607196576,0.867373441701445,0.018246980981787453,True
Мебель,состав комплекта,20,3,70,5,23,75,0.8695652173913043,0.8491264607196576,0.8659154394142246,0.01678897869456697,True
Электроника,форм-фактор,22,4,37,13,26,50,0.8461538461538461,0.8267152121970645,0.8430185826124298,0.016303370415365337,True
Электроника,совместимость,27,5,0,1,32,1,0.84375,0.8267152121970645,0.841448001648252,0.0147327894511875,True
Мебель,стиль дизайна,627,99,56,20,726,76,0.8636363636363636,0.8491264607196576,0.8635371166943889,0.014410655974731346,True
Обувь,материал подошвы,2348,220,692,205,2568,897,0.9143302180685359,0.901695110701107,0.9143056648089799,0.012610554107872929,True
Электроника,бренд,542,104,1297,235,646,1532,0.8390092879256966,0.8267152121970645,0.8389148633809298,0.012199651183865345,True
Автотовары,тип,2713,528,1859,384,3241,2243,0.8370873187287874,0.8248735197642743,0.8370685051136233,0.012194985349349041,True
Ювелирные изделия,цвет товара,103,13,36,1,116,37,0.8879310344827587,0.8759460536049621,0.887435787339048,0.011489733734085905,True
Электроника,контрастность,21,4,17,11,25,28,0.84,0.8267152121970645,0.8377858686995108,0.011070656502446319,True
Электроника,аутентификация,62,12,0,1,74,1,0.8378378378378378,0.8267152121970645,0.8371338741896875,0.01041866199262309,True
Автотовары,комплектация,2080,412,195,99,2492,294,0.8346709470304976,0.8248735197642743,0.8346513286338891,0.009777808869614879,True
Обувь,особенности модели,1280,126,4,2,1406,6,0.9103840682788051,0.901695110701107,0.9103532782094299,0.008658167508322934,True
Обувь,вид каблука,51,5,43,11,56,54,0.9107142857142857,0.901695110701107,0.9099750090738612,0.008279898372754224,True
Галантерея и аксессуары,пол,1728,332,2024,234,2060,2258,0.8388349514563107,0.8319352378717663,0.8388182451280188,0.006883007256252571,True
Обувь,материал верха,4801,493,2246,446,5294,2692,0.9068757083490744,0.901695110701107,0.906870820070486,0.005175709369379056,True
Галантерея и аксессуары,вид принта,41,8,0,0,49,0,0.8367346938775511,0.8319352378717663,0.8362902998029413,0.004355061931175075,True
